word,list_of_urls
barbarians,"[['https://www.cfcindia.org/wftw/the-holy-spirit-can-minister-to-all-your-needs', 10.996276880656715, 1]]"
unity,"[['https://www.cfcindia.org/wftw/power-through-unity-in-the-church', 16.071797060994243, 10], ['https://www.cfcindia.org/wftw/busyness-satans-evil-scheme', 9.687238564719504, 1], ['https://www.cfcindia.org/wftw/preserve-the-unity-of-the-spirit-in-your-marriage-and-in-the-church', 10.969357263148288, 8], ['https://www.cfcindia.org/wftw/the-cross-involves-a-separation', 11.712493580004192, 1], ['https://www.cfcindia.org/wftw/importance-of-unity-in-a-home', 12.384287439564954, 4], ['https://www.cfcindia.org/wftw/fifth-requirement-for-spiritual-progress-the-body-of-christ', 14.835687274259595, 3]]"
bibles,"[['https://www.cfcindia.org/wftw/three-great-truths-from-amos', 7.458985976654198, 1], ['https://www.cfcindia.org/wftw/three-remarkable-attitudes-of-jesus', 8.014850318456949, 1], ['https://www.cfcindia.org/wftw/busyness-satans-evil-scheme', 9.490521528946788, 1], ['https://www.cfcindia.org/wftw/busyness-satans-evil-scheme', 7.531227786725659, 1], ['https://www.cfcindia.org/wftw/develop-the-habit-of-listening-to-god-0', 8.929831046535666, 2], ['https://www.cfcindia.org/wftw/the-difference-between-knowing-god-and-knowing-the-bible', 8.558500574660613, 2], ['https://www.cfcindia.org/wftw/dont-be-afraid-of-being-slandered', 8.98792274415801, 1], ['https://www.cfcindia.org/wftw/dont-be-afraid-of-being-slandered', 8.636738380517095, 1], ['https://www.cfcindia.org/wftw/learn-to-hear-as-a-disciple', 8.873124414733415, 2], ['https://www.cfcindia.org/wftw/the-spiritual-person-and-a-worldly-person', 8.953782297533428, 1], ['https://www.cfcindia.org/wftw/the-pathway-of-discipleship-0', 9.31331108498293, 1], ['https://www.cfcindia.org/wftw/the-pathway-of-discipleship', 9.675801505979111, 1], ['https://www.cfcindia.org/wftw/the-pathway-of-discipleship', 17.105660098114573, 1], ['https://www.cfcindia.org/wftw/the-motive-of-our-consecration', 10.797913836999712, 2], ['https://www.cfcindia.org/wftw/listening-to-god', 9.579206693406947, 2]]"
freedom,"[['https://www.cfcindia.org/wftw/the-opinion-that-99-of-our-fellowbelievers-have-about-us-can-be-100-wrong', 17.209145007671285, 1], ['https://www.cfcindia.org/wftw/recognise-the-anointing-of-god-upon-younger-brothers', 8.092325482378047, 1], ['https://www.cfcindia.org/wftw/god-moves-a-heathen-king-to-fulfil-his-purpose', 8.132301189828334, 1], ['https://www.cfcindia.org/wftw/humility', 7.8671862012211475, 1]]"
professor,"[['https://www.cfcindia.org/wftw/jesus-learnt-obedience', 10.904323691289806, 1], ['https://www.cfcindia.org/wftw/jesus-learned-obedience-by-denying-himself', 10.465168545235247, 1], ['https://www.cfcindia.org/wftw/learn-to-value-divine-wisdom', 8.041970563364583, 1], ['https://www.cfcindia.org/wftw/speak-lord-your-servant-is-listening', 9.210730796577243, 1]]"
legions,"[['https://www.cfcindia.org/wftw/the-importance-of-perseverance', 11.27248601900072, 1], ['https://www.cfcindia.org/wftw/encouragement-in-tribulation', 11.554904392929087, 1]]"
circumstances,"[['https://www.cfcindia.org/wftw/the-godly-mans-life-is-exciting', 6.817301424635417, 4], ['https://www.cfcindia.org/wftw/gideon-and-his-army', 9.304356962158197, 1], ['https://www.cfcindia.org/wftw/paul-confronting-peter-a-senior-leader-of-the-church', 8.557188599287555, 1], ['https://www.cfcindia.org/wftw/a-godly-young-woman', 7.914069660354094, 2], ['https://www.cfcindia.org/wftw/a-new-song-by-the-overcomers', 9.95370979124889, 1], ['https://www.cfcindia.org/wftw/do-not-be-unequally-yoked-up-with-unbelievers', 0, 1], ['https://www.cfcindia.org/wftw/a-true-servant-of-god-is-never-popular-with-the-masses', 11.195091971475277, 1], ['https://www.cfcindia.org/wftw/humbling-oneself', 11.863699873051196, 5], ['https://www.cfcindia.org/wftw/humbling-oneself', 10.29922483683423, 5], ['https://www.cfcindia.org/wftw/thine-is-the-kingdom-the-power-and-the-glory-forever', 18.11491869032316, 1]]"
expert,"[['https://www.cfcindia.org/wftw/characteristics-of-the-antichrist-selfexaltation-lying-series-2', 9.783656267869366, 1], ['https://www.cfcindia.org/wftw/peters-experience-of-a-miracle', 11.146040458822988, 1]]"
solution,"[['https://www.cfcindia.org/wftw/three-steps-to-spiritual-maturity', 15.99786245023473, 2], ['https://www.cfcindia.org/wftw/god-can-give-you-wisdom-to-handle-any-problem', 7.720061086991644, 10], ['https://www.cfcindia.org/wftw/importance-of-fellowship-with-god-hearing-his-voice', 13.252683915805163, 1]]"
din,"[['https://www.cfcindia.org/wftw/a-transformed-mind', 9.317760179331218, 1], ['https://www.cfcindia.org/wftw/a-renewed-mind', 9.14017505879774, 1]]"
matter,"[['https://www.cfcindia.org/wftw/secrets-of-spiritual-growth', 8.258597353470705, 2], ['https://www.cfcindia.org/wftw/following-jesus-example-in-the-new-year', 10.163625782733355, 3], ['https://www.cfcindia.org/wftw/five-main-reasons-why-many-believers-are-not-baptised-in-the-holy-spirit', 8.196261053804998, 2], ['https://www.cfcindia.org/wftw/yield-yourself-to-god-without-any-reservation', 8.211733215818276, 3], ['https://www.cfcindia.org/wftw/valuing-true-christian-fellowship', 10.599223172290655, 2], ['https://www.cfcindia.org/wftw/two-fundamental-principles-of-ministry-of-the-word', 7.968713623491405, 1], ['https://www.cfcindia.org/wftw/acknowledge-your-need-of-help-from-others', 8.290929640833687, 1], ['https://www.cfcindia.org/wftw/characteristics-of-the-antichrist-selfexaltation-lying-series-2', 13.092188332062696, 3], ['https://www.cfcindia.org/wftw/thirst', 4.1762694521482855, 1], ['https://www.cfcindia.org/wftw/receiving-encouragement-and-admonition-from-others', 8.183721390986046, 1], ['https://www.cfcindia.org/wftw/we-need-each-other', 7.910756895700942, 1], ['https://www.cfcindia.org/wftw/shepherds-and-hirelings', 8.54202249222128, 1]]"
turn,"[['https://www.cfcindia.org/wftw/hope-and-joy', 12.00301576038564, 1], ['https://www.cfcindia.org/wftw/appreciate-the-variety-in-the-body-of-christ', 11.621977813664968, 2], ['https://www.cfcindia.org/wftw/no-doctrine-is-as-important-as-fervent-devotion-to-the-lord', 11.284244467551854, 3], ['https://www.cfcindia.org/wftw/no-doctrine-is-as-important-as-a-fervent-devotion-to-the-lord-himself', 11.76996881402224, 3], ['https://www.cfcindia.org/wftw/repent-from-living-for-yourself', 9.785554134789987, 8], ['https://www.cfcindia.org/wftw/learn-to-fade-graciously-into-the-background', 12.875517842079583, 1], ['https://www.cfcindia.org/wftw/helping-others-through-honest-acknowledgement-of-our-struggles', 12.493284062084125, 1], ['https://www.cfcindia.org/wftw/lessons-on-spiritual-decline-series-3', 11.456874979473946, 3]]"
recognise,"[['https://www.cfcindia.org/wftw/trust-god-to-open-the-right-door-for-you', 15.477241315386648, 1], ['https://www.cfcindia.org/wftw/the-holy-spirit-and-gods-word', 9.583384219218162, 2]]"
torch,"[['https://www.cfcindia.org/wftw/testimony-of-jesus-is-the-spirit-of-prophecy', 8.588224869706012, 1], ['https://www.cfcindia.org/wftw/god-leads-us-one-step-at-a-time', 7.3098609501875, 1]]"
multitude,"[['https://www.cfcindia.org/wftw/three-levels-of-spiritual-development-0', 11.801183347359359, 1], ['https://www.cfcindia.org/wftw/don%E2%80%99t-be-impressed-by-the-numerical-growth-of-a-church', 11.483688335957632, 1]]"
medicine,"[['https://www.cfcindia.org/wftw/god-waits-for-mans-sin-to-become-ripe-for-judgment', 14.088512345280872, 1]]"
hebrews,"[['https://www.cfcindia.org/wftw/our-goal-is-to-press-on-to-maturity', 8.48570836558424, 2], ['https://www.cfcindia.org/wftw/we-need-watchmen-who-are-alert', 8.747610758194584, 1], ['https://www.cfcindia.org/wftw/never-forget-that-jesus-defeated-satan-on-the-cross', 9.960274771837527, 1], ['https://www.cfcindia.org/wftw/it-is-only-god-with-whom-you-have-to-do', 7.318819066046534, 1], ['https://www.cfcindia.org/wftw/the-power-of-gods-word', 9.040349267263561, 2], ['https://www.cfcindia.org/wftw/the-power-of-gods-word', 13.40198959981414, 2], ['https://www.cfcindia.org/wftw/be-anointed-with-the-oil-of-gladness', 10.861718993268603, 1], ['https://www.cfcindia.org/wftw/be-anointed-with-the-oil-of-gladness', 16.54121424101561, 1], ['https://www.cfcindia.org/wftw/encouragement-can-do-wonders-in-a-church', 9.747142314223597, 3], ['https://www.cfcindia.org/wftw/encouragement-can-do-wonders-in-a-church', 8.951553232796012, 3], ['https://www.cfcindia.org/wftw/encouragement-can-do-wonders-in-a-church', 13.32159357225078, 3], ['https://www.cfcindia.org/wftw/three-useful-ministries-in-the-church', 8.241842005248072, 1], ['https://www.cfcindia.org/wftw/focus-on-finishing-your-christian-life-well', 8.26470705648222, 1], ['https://www.cfcindia.org/wftw/begin-the-new-year-in-faith', 9.088598129507762, 1], ['https://www.cfcindia.org/wftw/begin-the-new-year-in-faith', 11.530412686603407, 1], ['https://www.cfcindia.org/wftw/jesus-defeated-satan-on-the-cross', 8.93000873272668, 1], ['https://www.cfcindia.org/wftw/jesus-valued-fellowship-with-his-father', 9.327716207509892, 2], ['https://www.cfcindia.org/wftw/jesus-learnt-obedience', 7.231464836559016, 2], ['https://www.cfcindia.org/wftw/jesus-learnt-obedience', 14.479843258685396, 2], ['https://www.cfcindia.org/wftw/overcoming-impure-thoughts', 8.681182912823136, 3], ['https://www.cfcindia.org/wftw/the-piercing-word-of-god', 7.904857489635805, 2], ['https://www.cfcindia.org/wftw/build-your-home-as-a-sanctuary-for-god', 8.503150678615485, 1], ['https://www.cfcindia.org/wftw/a-brief-message-from-god-can-bless-the-others', 8.949632108402751, 1], ['https://www.cfcindia.org/wftw/freedom-from-fear-1', 8.992612487349259, 1], ['https://www.cfcindia.org/wftw/a-leader-whom-others-can-follow', 11.038465889822971, 1], ['https://www.cfcindia.org/wftw/the-blood-of-christ', 8.329951757199654, 2], ['https://www.cfcindia.org/wftw/perfect-forgiveness', 8.627661747600847, 1], ['https://www.cfcindia.org/wftw/two-lovely-promises-from-zechariah', 9.689612660577035, 1], ['https://www.cfcindia.org/wftw/jesus-our-great-example-of-true-humility', 8.144903262614465, 1], ['https://www.cfcindia.org/wftw/partnership-and-fellowship-with-jesus', 8.672530673518374, 2], ['https://www.cfcindia.org/wftw/old-covenant-and-new-covenant-prophets', 7.907657369422153, 1], ['https://www.cfcindia.org/wftw/crucifixion-and-praise', 8.025229626275769, 1], ['https://www.cfcindia.org/wftw/a-new-and-living-way', 8.580813208600194, 5], ['https://www.cfcindia.org/wftw/a-new-and-living-way', 9.930185865008257, 5], ['https://www.cfcindia.org/wftw/the-fellowship-of-christs-sufferings', 8.273371545555307, 1], ['https://www.cfcindia.org/wftw/the-three-temptations', 8.312981958199869, 1], ['https://www.cfcindia.org/wftw/god-does-not-want-our-offerings-but-our-body-as-a-living-sacrifice', 9.294259993935373, 5], ['https://www.cfcindia.org/wftw/jesus-learned-obedience-by-denying-himself', 14.295654405513345, 2], ['https://www.cfcindia.org/wftw/don%E2%80%99t-remain-as-a-baby-in-the-christian-life', 8.724715039187844, 3], ['https://www.cfcindia.org/wftw/the-word-of-god-divides-between-soul-and-spirit', 8.374086925618682, 1], ['https://www.cfcindia.org/wftw/our-calling-is-to-preserve-gods-standards', 8.936343586181746, 1], ['https://www.cfcindia.org/wftw/our-calling-is-to-preserve-gods-standards', 6.97592364687276, 1], ['https://www.cfcindia.org/wftw/the-spirit-of-praise-and-holiness', 8.222662361806918, 1], ['https://www.cfcindia.org/wftw/the-secret-of-gaining-gods-approval', 8.572528386081594, 1], ['https://www.cfcindia.org/wftw/bless-the-others-and-disappear-seek-to-be-unknown', 9.0182627996556, 1], ['https://www.cfcindia.org/wftw/the-difference-between-old-and-new-covenant', 8.220296061948929, 1], ['https://www.cfcindia.org/wftw/sin-is-like-an-infectious-disease', 8.538220007038008, 1], ['https://www.cfcindia.org/wftw/three-reasons-for-falling-into-sin', 16.65924467999676, 3], ['https://www.cfcindia.org/wftw/unbelief-is-the-root-cause-of-all-the-other-sins', 8.84548072376628, 1], ['https://www.cfcindia.org/wftw/the-difference-between-a-congregation-and-the-house-of-god', 8.040025736982937, 1], ['https://www.cfcindia.org/wftw/the-defeat-of-satan', 9.679072607475081, 1], ['https://www.cfcindia.org/wftw/discipleship-at-home', 7.762439842273155, 1], ['https://www.cfcindia.org/wftw/act-like-men-part-ii', 8.41250808090965, 2], ['https://www.cfcindia.org/wftw/the-overcoming-life', 8.478072789056005, 1], ['https://www.cfcindia.org/wftw/defiling-the-church-with-impurity', 9.012957769823641, 1], ['https://www.cfcindia.org/wftw/six-blessed-psalms', 9.037669770339878, 1], ['https://www.cfcindia.org/wftw/deception-and-counterfeit-revival', 8.37817400738065, 2], ['https://www.cfcindia.org/wftw/give-priority-to-the-work-of-the-lord', 8.257715334110683, 1], ['https://www.cfcindia.org/wftw/casting-out-demons', 9.017692110510408, 1], ['https://www.cfcindia.org/wftw/justification-sanctification-and-glorification', 7.71723195331078, 3], ['https://www.cfcindia.org/wftw/praising-the-lord-in-faith', 8.492705772445857, 1], ['https://www.cfcindia.org/wftw/the-love-of-god-for-his-people', 9.035621111920207, 1], ['https://www.cfcindia.org/wftw/secret-of-prophetic-ministry', 9.072243653829556, 1], ['https://www.cfcindia.org/wftw/true-worship-involves-obedience-and-sacrifice', 9.24131966596941, 1], ['https://www.cfcindia.org/wftw/proclaim-the-victory-of-christ-over-satan', 9.266519052912788, 1], ['https://www.cfcindia.org/wftw/the-cross-brings-victory', 8.587549302857834, 1], ['https://www.cfcindia.org/wftw/truly-thou-art-a-god-who-hides-thyself', 8.90665933269973, 1], ['https://www.cfcindia.org/wftw/new-covenant-ministry', 7.931758335030248, 5], ['https://www.cfcindia.org/wftw/grace', 9.303362338211622, 1], ['https://www.cfcindia.org/wftw/you-cannot-be-tested-beyond-your-ability', 7.79938502235885, 2], ['https://www.cfcindia.org/wftw/freedom-from-fear-0', 8.72294852410356, 1], ['https://www.cfcindia.org/wftw/humility', 8.986188454915546, 1], ['https://www.cfcindia.org/wftw/praising-the-lord-in-holy-attire', 10.437737172905932, 1], ['https://www.cfcindia.org/wftw/praising-the-lord-in-holy-attire', 16.659244679996764, 1], ['https://www.cfcindia.org/wftw/freedom-from-fear', 9.914608951712479, 1], ['https://www.cfcindia.org/article/the-truth-that-we-believe', 8.302887960943714, 1], ['https://www.cfcindia.org/article/the-church-and-the-tribulation', 8.66414988501827, 1], ['https://www.cfcindia.org/article/some-important-truths-that-i-have-learnt', 8.224293634501208, 3], ['https://www.cfcindia.org/article/eternal-security', 8.615328268184696, 2], ['https://www.cfcindia.org/article/counterfeit-revival', 8.749745591191559, 2], ['https://www.cfcindia.org/article/it-is-christ-who-builds-his-church', 8.36686805397712, 3]]"
contact,"[['https://www.cfcindia.org/wftw/a-radical-attitude-towards-sexual-lust', 10.226616697450341, 1], ['https://www.cfcindia.org/wftw/the-sad-story-of-a-man-who-lost-his-anointing', 10.65126103556048, 1], ['https://www.cfcindia.org/wftw/a-glorious-ministry-for-every-believer', 11.261191664631518, 1], ['https://www.cfcindia.org/wftw/spiritual-wealth-and-health-through-trials', 9.823213787911097, 1], ['https://www.cfcindia.org/wftw/king-saul-a-man-who-started-well', 7.676658777695085, 1], ['https://www.cfcindia.org/wftw/divine-discipline', 9.660123495401717, 1], ['https://www.cfcindia.org/article/why-i-dont-celebrate-halloween', 10.164360709579132, 1]]"
minimum,"[['https://www.cfcindia.org/wftw/a-new-attitude-of-mind-giving-our-maximum-to-the-lord', 7.5968018500670285, 9], ['https://www.cfcindia.org/wftw/learn-to-discern-between-spirituality-and-religiosity', 9.170723814105656, 5], ['https://www.cfcindia.org/wftw/what-can-the-lord-get-out-of-the-one-earthly-life-that-i-have', 8.264729860093135, 9]]"
deborah,"[['https://www.cfcindia.org/wftw/freedom-from-perpetual-backsliding', 8.902972019892914, 1], ['https://www.cfcindia.org/wftw/you-need-not-be-a-backslider', 9.29840909804381, 1], ['https://www.cfcindia.org/wftw/women-leaders', 8.350310427906209, 9]]"
material,"[['https://www.cfcindia.org/wftw/being-ready-for-the-coming-of-the-lord-0', 10.168063870056708, 1], ['https://www.cfcindia.org/wftw/doing-the-will-of-god-in-our-body', 10.713559547710581, 2], ['https://www.cfcindia.org/wftw/the-church-will-face-tribulation', 9.78385411497517, 1], ['https://www.cfcindia.org/wftw/the-divine-exchange', 10.336104098264883, 2], ['https://www.cfcindia.org/wftw/waging-an-effective-spiritual-warfare', 10.15058003449362, 1], ['https://www.cfcindia.org/wftw/be-heavenly-minded', 9.736158203361207, 3], ['https://www.cfcindia.org/wftw/build-your-home-as-a-sanctuary-for-god', 10.693868962402647, 1], ['https://www.cfcindia.org/wftw/three-valuable-exhortations', 9.982928128252748, 1], ['https://www.cfcindia.org/wftw/the-kingdom-of-heaven-and-the-church', 10.834410017480371, 1], ['https://www.cfcindia.org/wftw/god-has-a-purpose-in-every-trial', 9.6919778697205, 5], ['https://www.cfcindia.org/wftw/a-leader-whom-others-can-follow', 10.160128792685597, 1], ['https://www.cfcindia.org/wftw/new-covenant-treasures-from-the-book-of-ezekiel', 9.928309318597949, 1], ['https://www.cfcindia.org/wftw/three-marks-of-newcovenant-servants', 10.06265951894601, 2], ['https://www.cfcindia.org/article/preachers-whom-i-follow', 10.695842886539571, 1], ['https://www.cfcindia.org/wftw/the-preachers-whom-i-respect-and-follow', 10.386833784578078, 1], ['https://www.cfcindia.org/wftw/seek-for-gods-approval-rather-than-gods-blessings', 9.157101781628592, 5], ['https://www.cfcindia.org/wftw/four-qualifications-to-live-with-the-consuming-fire', 9.764729602056034, 1], ['https://www.cfcindia.org/wftw/god-does-not-want-our-offerings-but-our-body-as-a-living-sacrifice', 13.287497408911417, 4], ['https://www.cfcindia.org/wftw/god-dwells-in-a-home-where-there-is-peace-humility-and-holiness', 10.719000115347765, 1], ['https://www.cfcindia.org/wftw/the-life-of-jesus', 10.661101477611638, 1], ['https://www.cfcindia.org/wftw/jesus-used-his-tongue-to-encourage-and-admonish-others', 10.471547228430552, 1], ['https://www.cfcindia.org/wftw/the-blessing-of-abraham', 10.306960446074854, 1], ['https://www.cfcindia.org/wftw/the-new-covenant-life-and-the-new-covenant-church', 10.644285708435484, 1], ['https://www.cfcindia.org/wftw/worldly-teaching-should-not-be-tolerated', 9.537699670171234, 1], ['https://www.cfcindia.org/wftw/thy-kingdom-come', 9.677123290225177, 1], ['https://www.cfcindia.org/wftw/is-god-happy-with-your-life', 9.685250937722435, 1], ['https://www.cfcindia.org/wftw/the-spiritual-person-and-a-worldly-person', 10.387311938419222, 2], ['https://www.cfcindia.org/wftw/deception-and-counterfeit-revival', 9.671981290196525, 2], ['https://www.cfcindia.org/wftw/imitate-the-faith-of-those-who-endure-till-the-end-heb-137', 9.68624360372775, 1], ['https://www.cfcindia.org/wftw/characteristics-of-the-antichrist-man-of-sin-series-1', 9.898491957295468, 1], ['https://www.cfcindia.org/wftw/two-blessed-attitudes-of-mind', 9.813412440969524, 2], ['https://www.cfcindia.org/wftw/discerning-between-gods-approval-and-gods-blessing', 9.363724750236143, 4], ['https://www.cfcindia.org/wftw/serving-the-lord-without-personal-gain', 10.400071097652477, 1], ['https://www.cfcindia.org/wftw/peters-attitude-to-money', 9.619788024925976, 2], ['https://www.cfcindia.org/wftw/jesus-became-poor-in-order-to-make-us-rich', 9.993946925653413, 2], ['https://www.cfcindia.org/wftw/true-worship-involves-obedience-and-sacrifice', 9.92454618028095, 1], ['https://www.cfcindia.org/wftw/god-looks-for-a-man-of-character', 14.97375375269404, 1], ['https://www.cfcindia.org/wftw/god-is-impressed-only-by-our-character', 9.354408523846992, 1], ['https://www.cfcindia.org/wftw/the-danger-of-being-shortsighted', 9.97957769069324, 1], ['https://www.cfcindia.org/wftw/never-forget-your-past', 9.390788775949094, 1], ['https://www.cfcindia.org/wftw/jobs-encounter-with-god', 10.968074062516038, 3], ['https://www.cfcindia.org/wftw/peters-attitude-to-money-and-correction-0', 10.250669949943509, 2], ['https://www.cfcindia.org/wftw/the-risen-lord', 10.17870503790482, 1], ['https://www.cfcindia.org/wftw/being-ready-for-the-coming-of-the-lord', 9.974296762799877, 1], ['https://www.cfcindia.org/wftw/job-an-exemplary-man', 15.253181342437372, 3], ['https://www.cfcindia.org/wftw/a-consuming-fire-0', 9.771088251228308, 1], ['https://www.cfcindia.org/wftw/peters-attitude-to-money-and-correction', 9.695220878310788, 2], ['https://www.cfcindia.org/wftw/a-consuming-fire', 9.751613985191891, 1], ['https://www.cfcindia.org/wftw/that-which-costs-us-everything', 10.764467455565304, 1], ['https://www.cfcindia.org/article/the-parables-of-jesus', 9.796516960454847, 1], ['https://www.cfcindia.org/article/the-creation-of-the-earth-and-the-origin-of-satan', 9.569780795294392, 2], ['https://www.cfcindia.org/article/gods-blessing-or-gods-approval', 9.284078336089875, 8], ['https://www.cfcindia.org/article/counterfeit-revival', 9.491935622836902, 2]]"
